mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
9600305,space,4.389,space,4.318,0.19140625,0.088541667,1,0,0,ex4,space,7.294,space,3.96,space,2.026,0.27734375,0.102864583,1,0,0,image_3,0,0,0,31,1,1840,A man pouring some food into a basket.,M,1,7,MSR-VTT-videoTestVideo_video7434-shot1_1,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img67.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img82.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img95.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img117.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img125.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img135.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img140.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img149.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img160.jpg,Images/MSR-VTT-videoTestVideo_video7434-shot1_1/img167.jpg,1907,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.251302083,0.12890625,1,0,0,image_1,0,1,1,41,1,2067,A close up of a person holding an umbrella.,M,0,5,MSR-VTT-videoTestVideo_video7925-shot1_2,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img272.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img273.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img275.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img276.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img277.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img278.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img280.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img285.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img290.jpg,Images/MSR-VTT-videoTestVideo_video7925-shot1_2/img294.jpg,605,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.467447917,-0.180989583,1,0,0,image_9,0,2,2,7,1,1198,A child is cutting a piece of fruit on a turntable.,M,0,5,MSR-VTT-videoTestVideo_video9749-shot1_3,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img210.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img215.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img224.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img233.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img242.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img246.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img251.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img263.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img269.jpg,Images/MSR-VTT-videoTestVideo_video9749-shot1_3/img282.jpg,1365,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.53515625,-0.100260417,1,0,0,image_9,0,3,3,29,1,595,"A man walks by, while a woman walks behind a pole.",H,0,9,video-storytelling-videowedding_de8dLXvgV-I-shot13_1,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img30.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img34.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img40.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img43.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img48.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img58.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img62.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img64.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img65.jpg,Images/video-storytelling-videowedding_de8dLXvgV-I-shot13_1/img68.jpg,1147,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.481770833,-0.180989583,1,0,0,image_5,0,4,4,37,1,1784,A child playing with a toy bat in a pool.,M,0,3,video-storytelling-videobirthday__amwPjAcoC8-shot61_19,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img421.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img422.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img423.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img424.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img426.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img427.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img429.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img431.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img433.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img434.jpg,81,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.446614583,0.1328125,1,0,0,image_0,0,5,5,20,1,1213,A person holding a bag of food in their hands.,M,0,5,MSR-VTT-videoTestVideo_video9556-shot3_3,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img174.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img176.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img177.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img179.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img183.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img185.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img187.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img188.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img190.jpg,Images/MSR-VTT-videoTestVideo_video9556-shot3_3/img191.jpg,1404,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.485677083,0.079427083,1,0,0,image_4,0,6,6,36,1,1914,A couple of people jumping on top of a couple of chairs.,M,0,8,MSR-VTT-videoTestVideo_video7113-shot1_1,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img58.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img72.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img76.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img81.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img89.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img93.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img96.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img102.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img116.jpg,Images/MSR-VTT-videoTestVideo_video7113-shot1_1/img128.jpg,1188,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.5390625,-0.111979167,1,0,0,image_9,0,7,7,60,1,2,Green type writer with a red tape. ,H,,9,open-images-531_0dd4eb59d465a8be,Checks/check3/open-images-503_1ccd6fa641154ebbimg7.jpg,Checks/check3/open-images-1852_00faf52058ad28b8img4.jpg,Checks/check3/open-images-386_1b2e28d6d994603eimg1.jpg,Checks/check3/open-images-471_1121e9f97c200ac0img8.jpg,Checks/check3/open-images-1886_3db71eaddb618934img8.jpg,Checks/check3/open-images-1696_20a4ebf0c0f76b05img6.jpg,Checks/check3/open-images-2447_128483a48e1552f4img6.jpg,Checks/check3/open-images-2994_9965cbf8aa20bda0img2.jpg,Checks/check3/open-images-1068_03d63613107970b3img6.jpg,Checks/check3/open-images-531_0dd4eb59d465a8beimg9.jpg,,,1,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.002604167,0.11328125,1,0,0,image_2,0,8,8,0,1,233,The knife is just starting to touch the middle pepper but no slice has been made yet.,H,0,2,YouCook-video0034-shot16_3,Images/YouCook-video0034-shot16_3/img368.jpg,Images/YouCook-video0034-shot16_3/img371.jpg,Images/YouCook-video0034-shot16_3/img378.jpg,Images/YouCook-video0034-shot16_3/img404.jpg,Images/YouCook-video0034-shot16_3/img424.jpg,Images/YouCook-video0034-shot16_3/img443.jpg,Images/YouCook-video0034-shot16_3/img446.jpg,Images/YouCook-video0034-shot16_3/img450.jpg,Images/YouCook-video0034-shot16_3/img454.jpg,Images/YouCook-video0034-shot16_3/img456.jpg,1243,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.024739583,-0.122395833,1,0,0,image_7,0,9,9,8,1,388,Darkest shadow over the guy's face in the middle. The side brown doors are closest together. ,H,1,9,MSR-VTT-videoTestVideo_video7541-shot1_8,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img550.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img559.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img563.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img565.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img570.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img574.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img578.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img584.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img591.jpg,Images/MSR-VTT-videoTestVideo_video7541-shot1_8/img596.jpg,1658,22,0,2022-06-16_02h36.49.371,annotation,2021.2.3,Win32,60.0024001,,
