mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
1630474,space,3.7173,space,3.1889,0.260185185,0.092592593,1,0,0,ex4,space,3.3473,space,5.6274,space,0.9245,0.475925926,0.156481481,1,0,0,image_4,0,0,0,57,1,124,The older woman behind the man in the center is almost completely obscured with only a tiny portion of her skirt visible. ,H,1,4,MSR-VTT-videoTestVideo_video7999-shot1_0,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img21.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img25.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img30.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img36.jpg,Images/MSR-VTT-videoTestVideo_video7999-shot1_0/img43.jpg,1625,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.022222222,0.175,1,0,0,image_2,0,1,1,61,1,3,A grey elephant with golden leaves on it. ,H,,2,open-images-1745_0ed62fe71809b2f5,Checks/check4/open-images-2609_3f72daeb23764ecfimg6.jpg,Checks/check4/open-images-1928_60679e2899870e08img1.jpg,Checks/check4/open-images-1745_0ed62fe71809b2f5img2.jpg,Checks/check4/open-images-1811_9ae6351c7f7565edimg0.jpg,Checks/check4/open-images-1721_6f04da11945ea492img3.jpg,Checks/check4/open-images-1907_5f9be3e4ea5e22c7img2.jpg,Checks/check4/open-images-580_0ddffb9c25141999img1.jpg,Checks/check4/open-images-2924_0645dcbcf998fed9img3.jpg,Checks/check4/open-images-869_856ecbcb5faf76e3img8.jpg,Checks/check4/open-images-250_02039517e63a91fbimg1.jpg,,,1,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,-0.496296296,0.137962963,1,0,0,image_0,0,2,2,41,1,1861,A brown horse standing next to a fence.,M,0,1,MSR-VTT-videoTestVideo_video9416-shot1_6,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img228.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img229.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img232.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img238.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img239.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img240.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img244.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img246.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img249.jpg,Images/MSR-VTT-videoTestVideo_video9416-shot1_6/img251.jpg,1898,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.460185185,0.134259259,1,0,0,image_4,0,3,3,44,1,1150,A girl sitting on a bench with a cell phone in her hand.,M,1,1,video-storytelling-videocamping_1OzbiB1TIWI-shot11_11,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img478.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img479.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img480.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img482.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img486.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img506.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img509.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img510.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img513.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img519.jpg,520,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.275925926,0.134259259,1,0,0,image_3,0,4,4,30,1,1904,A row of books on a shelf next to each other.,M,1,7,MSR-VTT-videoTestVideo_video7075-shot1_3,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img135.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img140.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img141.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img143.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img144.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img153.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img172.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img175.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img191.jpg,Images/MSR-VTT-videoTestVideo_video7075-shot1_3/img213.jpg,1392,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.249074074,0.093518519,1,0,0,image_3,0,5,5,52,1,740,The blue dog's left hand is completely off the edge of the image so you can't see any of the light brown on it at all.  The right hand is still completely visible. ,H,0,3,video-storytelling-videobirthday__amwPjAcoC8-shot61_19,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img421.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img422.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img423.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img424.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img426.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img427.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img429.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img431.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img433.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_19/img434.jpg,927,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.249074074,-0.157407407,1,0,0,image_8,0,6,6,25,1,422,The women have their heads very close together.  The younger woman is looking over to the left. ,H,0,8,MSR-VTT-videoTestVideo_video9682-shot0_3,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img230.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img232.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img234.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img238.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img243.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img250.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img253.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img260.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img267.jpg,Images/MSR-VTT-videoTestVideo_video9682-shot0_3/img272.jpg,660,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,0.005555556,-0.159259259,1,0,0,image_7,0,7,7,24,1,545,The person with the white shirt  over her butt is really bent over far with her hands at her back. ,H,0,7,video-storytelling-videocamping_1OzbiB1TIWI-shot14_2,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img519.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img525.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img531.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img537.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img560.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img567.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img584.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img642.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img668.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img698.jpg,830,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,-0.05462963,0.148148148,1,0,0,image_2,0,8,8,51,1,326,There is a person with a blue backpack on the far left.  The edge of the backpack is still just barely visible. ,H,1,2,video-storytelling-videobirthday__amwPjAcoC8-shot63_2,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img58.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img60.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img62.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img64.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img72.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img76.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img80.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img83.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img87.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img91.jpg,132,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
,,,,,,,,,,,,,,,,,-0.47037037,-0.180555556,1,0,0,image_5,0,9,9,50,1,938,The dog is no longer blocking any of the person's feet but the dog is still pretty close. The image is pretty clear with no blur,H,0,6,video-storytelling-videocamping_dBXYM3dQTSo-shot26_1,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img31.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img40.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img42.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img53.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img64.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img69.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img79.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img83.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img87.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot26_1/img89.jpg,112,21,0,2022-06-15_16h09.27.543,annotation,2021.2.3,Win32,75.00750075,,
