mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
8790056,space,3.641,space,4.0613,0.223148148,0.10462963,1,0,0,ex4,space,2.254,space,3.3013,space,0.4973,-0.252777778,0.115740741,1,0,0,image_1,0,0,0,6,1,384,You can still just see the dark surface the pink object is resting on as the image moves upward. ,H,0,1,video-storytelling-videowedding_46xhFCXBMJs-shot39_0,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img0.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img23.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img59.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img83.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img96.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img101.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img120.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img125.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img129.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot39_0/img135.jpg,1155,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,0.502777778,-0.132407407,1,0,0,image_9,0,1,1,12,1,2044,A man standing in front of a fire hydrant.,M,0,1,video-storytelling-videocamping_dBXYM3dQTSo-shot78_1,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img48.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img55.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img60.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img65.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img66.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img71.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img75.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img79.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img80.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot78_1/img86.jpg,1525,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,-0.513888889,-0.158333333,1,0,0,image_5,0,2,2,9,1,41,The red dog's head is just starting to get cut off on the far right  of the image. ,H,0,4,video-storytelling-videobirthday__amwPjAcoC8-shot61_4,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img133.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img135.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img138.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img140.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img142.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img143.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img145.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img146.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img147.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_4/img148.jpg,455,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,-0.012037037,0.121296296,1,0,0,image_2,0,3,3,45,1,2005,A child playing with a baseball bat in a pool.,M,1,5,video-storytelling-videobirthday__amwPjAcoC8-shot61_22,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img512.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img515.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img521.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img522.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img525.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img528.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img529.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img534.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img541.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot61_22/img545.jpg,523,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,0.509259259,-0.17037037,1,0,0,image_9,0,4,4,0,1,1912,A man walking around with a frisbee in his hand.,M,0,2,MSR-VTT-videoTestVideo_video9543-shot1_13,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img544.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img547.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img550.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img552.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img556.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img561.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img565.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img571.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img573.jpg,Images/MSR-VTT-videoTestVideo_video9543-shot1_13/img576.jpg,548,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,0.040740741,0.119444444,1,0,0,image_2,0,5,5,46,1,149,Only one green stripe on the salt shaker behind the plated food can be seen. ,H,0,2,video-storytelling-videobirthday_fwpYnUDbusw-shot17_0,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img0.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img3.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img11.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img14.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img18.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img23.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img26.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img29.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img30.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot17_0/img33.jpg,217,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,-0.237037037,-0.137037037,1,0,0,image_6,0,6,6,43,1,784,The person in the center has their arms up over their head in a Y shape.  His mouth is wide open. ,H,0,6,MSR-VTT-videoTestVideo_video9044-shot1_0,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img21.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img31.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img41.jpg,Images/MSR-VTT-videoTestVideo_video9044-shot1_0/img54.jpg,1261,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,0.277777778,-0.135185185,1,0,0,image_8,0,7,7,10,1,1405,A doll that is standing in front of a fire hydrant.,M,0,1,MSR-VTT-videoTestVideo_video9396-shot0_0,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img22.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img31.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img38.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img40.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img45.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img52.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img76.jpg,Images/MSR-VTT-videoTestVideo_video9396-shot0_0/img107.jpg,373,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,-0.503703704,0.14537037,1,0,0,image_0,0,8,8,50,1,1224,A woman in a chef's hat preparing food.,M,0,2,YouCook-video0098-shot1_0,Images/YouCook-video0098-shot1_0/img0.jpg,Images/YouCook-video0098-shot1_0/img24.jpg,Images/YouCook-video0098-shot1_0/img106.jpg,Images/YouCook-video0098-shot1_0/img132.jpg,Images/YouCook-video0098-shot1_0/img137.jpg,Images/YouCook-video0098-shot1_0/img139.jpg,Images/YouCook-video0098-shot1_0/img149.jpg,Images/YouCook-video0098-shot1_0/img170.jpg,Images/YouCook-video0098-shot1_0/img191.jpg,Images/YouCook-video0098-shot1_0/img201.jpg,1788,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
,,,,,,,,,,,,,,,,,0.464814815,-0.162037037,1,0,0,image_9,0,9,9,27,1,1938,A person riding a car down the side of a road.,M,1,5,MSR-VTT-videoTestVideo_video9806-shot1_2,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img153.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img159.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img163.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img165.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img173.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img182.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img188.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img193.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img203.jpg,Images/MSR-VTT-videoTestVideo_video9806-shot1_2/img216.jpg,345,16,0,2022-06-15_11h43.13.317,annotation,2021.2.3,Win32,59.99880002,,
