mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
3909734,space,30.39,space,324.371,0.235677083,0.108072917,1,0,0,ex4,space,9.916,space,9.983,space,1.258,0.182291667,-0.20703125,1,0,0,23.727,image_8,0,0,0,3,1,306,The man in the white shirt has just completed his turn and is looking out the window.  You can see his left arm but can't see any of his right arm.  ,H,0,8,video-storytelling-videobirthday_fwpYnUDbusw-shot66_5,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img253.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img261.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img268.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img277.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img289.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img294.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img299.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img317.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img336.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot66_5/img347.jpg,415,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,0.010416667,-0.108072917,1,0,0,75.431,image_7,0,1,1,36,1,51,The right exhaust can't be seen for the first time in the image.  You can start to see a brick object on the upper left corner of the image. ,H,0,7,MSR-VTT-videoTestVideo_video9975-shot1_0,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img16.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img25.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img50.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img63.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img67.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img80.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img85.jpg,Images/MSR-VTT-videoTestVideo_video9975-shot1_0/img89.jpg,826,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,-0.475260417,0.162760417,1,0,0,30.472,image_0,0,2,2,30,1,1034,The red camera has appeared in the shot and is blocking a lot of the white text. No splashes of color are seen around the text. ,H,0,1,MSR-VTT-videoTestVideo_video8534-shot2_0,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img1.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img4.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img26.jpg,1180,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,-0.438655908,-0.194191176,1,0,0,60.919,image_5,0,3,3,21,1,594,The person with the gun is still on top of a grey platform.  The gun is aimed to the left at the very edge of the grey platform the person is standing on. ,H,0,3,MSR-VTT-videoTestVideo_video7780-shot0_1,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img16.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img18.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img22.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img23.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img26.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img30.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img36.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img39.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img41.jpg,Images/MSR-VTT-videoTestVideo_video7780-shot0_1/img43.jpg,1444,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,-0.488148031,-0.126465194,1,0,0,11.333,image_5,0,4,4,44,1,145,The girl's face is blurry with her hair covering the right side. Her face is looking up.,H,0,5,MSR-VTT-videoTestVideo_video8058-shot1_0,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img37.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img73.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img103.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img153.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img188.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img191.jpg,Images/MSR-VTT-videoTestVideo_video8058-shot1_0/img195.jpg,604,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,-0.429538978,-0.157723282,1,0,0,23.902,image_5,0,5,5,55,1,302,There is a bridge visible on the right side of the image. The bottom of the bride's dress is cut off by the bottom edge of the image. ,H,1,5,video-storytelling-videowedding_46xhFCXBMJs-shot89_5,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img373.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img378.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img380.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img385.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img387.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img392.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img399.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img402.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img406.jpg,Images/video-storytelling-videowedding_46xhFCXBMJs-shot89_5/img409.jpg,1682,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,0.474342237,-0.136884585,1,0,0,22.672,image_9,0,6,6,32,1,249,There is some slight image overlay.  A woman is mostly seen licking her finger and another image is very faintly coming in. ,H,0,8,MSR-VTT-videoTestVideo_video9782-shot1_1,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img208.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img268.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img304.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img345.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img350.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img351.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img356.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img363.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img494.jpg,Images/MSR-VTT-videoTestVideo_video9782-shot1_1/img499.jpg,986,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,0.057567083,0.136624137,1,0,0,32.367,image_2,0,7,7,29,1,387,Two men are facing each other. Man on left has a confused look. Both of their mouths are closed. Man on left looks like they have their eyes closed or barely opened.,H,0,4,MSR-VTT-videoTestVideo_video9579-shot1_0,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img29.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img36.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img51.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img84.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img98.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img125.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img151.jpg,Images/MSR-VTT-videoTestVideo_video9579-shot1_0/img197.jpg,2022,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,0.259442523,-0.147303977,1,0,0,37.433,image_8,0,8,8,15,1,2040,a couple of hot dogs on a plate.,M,0,3,video-storytelling-videocamping_dBXYM3dQTSo-shot69_4,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img214.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img221.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img223.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img226.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img235.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img237.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img243.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img246.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img249.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot69_4/img255.jpg,229,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
,,,,,,,,,,,,,,,,,-0.464704366,0.15485804,1,0,0,22.551,image_0,0,9,9,19,1,1780,A woman holding a tray of carrots on a table.,M,0,7,YouCook-video0016-shot3_1,Images/YouCook-video0016-shot3_1/img166.jpg,Images/YouCook-video0016-shot3_1/img183.jpg,Images/YouCook-video0016-shot3_1/img208.jpg,Images/YouCook-video0016-shot3_1/img215.jpg,Images/YouCook-video0016-shot3_1/img324.jpg,Images/YouCook-video0016-shot3_1/img327.jpg,Images/YouCook-video0016-shot3_1/img333.jpg,Images/YouCook-video0016-shot3_1/img349.jpg,Images/YouCook-video0016-shot3_1/img373.jpg,Images/YouCook-video0016-shot3_1/img388.jpg,970,15,0,2022-06-17_11h33.56.685,annotation,2021.2.3,Win32,20.00080003,,
