mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
3900719,space,5.9879,space,6.1588,0.262037065,0.102777764,1,0,0,ex4,space,5.1515,space,8.1253,space,1.931,-0.503703683,-0.169444473,1,0,0,30.4085,image_5,0,0,0,7,1,1808,a close up of a person cutting up a candy bowl.,M,0,7,YouCook-video0063-shot17_1,Images/YouCook-video0063-shot17_1/img90.jpg,Images/YouCook-video0063-shot17_1/img97.jpg,Images/YouCook-video0063-shot17_1/img110.jpg,Images/YouCook-video0063-shot17_1/img112.jpg,Images/YouCook-video0063-shot17_1/img117.jpg,Images/YouCook-video0063-shot17_1/img125.jpg,Images/YouCook-video0063-shot17_1/img126.jpg,Images/YouCook-video0063-shot17_1/img132.jpg,Images/YouCook-video0063-shot17_1/img144.jpg,Images/YouCook-video0063-shot17_1/img146.jpg,1118,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.038888931,0.14166666,1,0,0,5.0304,image_2,0,1,1,61,1,3,A grey elephant with golden leaves on it. ,H,,2,open-images-1745_0ed62fe71809b2f5,Checks/check4/open-images-2609_3f72daeb23764ecfimg6.jpg,Checks/check4/open-images-1928_60679e2899870e08img1.jpg,Checks/check4/open-images-1745_0ed62fe71809b2f5img2.jpg,Checks/check4/open-images-1811_9ae6351c7f7565edimg0.jpg,Checks/check4/open-images-1721_6f04da11945ea492img3.jpg,Checks/check4/open-images-1907_5f9be3e4ea5e22c7img2.jpg,Checks/check4/open-images-580_0ddffb9c25141999img1.jpg,Checks/check4/open-images-2924_0645dcbcf998fed9img3.jpg,Checks/check4/open-images-869_856ecbcb5faf76e3img8.jpg,Checks/check4/open-images-250_02039517e63a91fbimg1.jpg,,,1,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,-0.215740698,-0.125,1,0,0,28.7971,image_6,0,2,2,39,1,462,The man's face can be seen facing left but the woman's face is obscured by her hair. ,H,1,6,MSR-VTT-videoTestVideo_video7624-shot3_1,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img98.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img105.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img114.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img124.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img128.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img131.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img136.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img142.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img150.jpg,Images/MSR-VTT-videoTestVideo_video7624-shot3_1/img166.jpg,61,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.559259344,-0.179629644,1,0,0,24.8774,image_9,0,3,3,30,1,1871,A group of people standing in front of a horse.,M,0,4,MSR-VTT-videoTestVideo_video9248-shot0_1,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img62.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img71.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img88.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img92.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img98.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img125.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img147.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img153.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img163.jpg,Images/MSR-VTT-videoTestVideo_video9248-shot0_1/img193.jpg,1728,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.005555541,-0.160185213,1,0,0,14.707,image_7,0,4,4,6,1,448,The car is making a turn to the right.  Only the front half of the van in the driveway across the street can be seen. ,H,0,7,MSR-VTT-videoTestVideo_video9706-shot1_0,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img9.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img22.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img24.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img34.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img49.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img55.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img66.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img67.jpg,Images/MSR-VTT-videoTestVideo_video9706-shot1_0/img77.jpg,1181,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.529629601,0.101851852,1,0,0,27.6834,image_4,0,5,5,34,1,312,"The bride is left of center in the ""door-frame"" and is not overlapping any part of the frame. You can see that the man closest to us is wearing glasses. The woman next to him is touching her eye with her finger.",H,0,5,video-storytelling-videowedding_Bp8t824h5NE-shot44_0,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img0.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img4.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img22.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img48.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img62.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img65.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img73.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img83.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img99.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot44_0/img120.jpg,1874,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,-0.461111104,-0.106481481,1,0,0,6.0279,image_5,0,6,6,59,1,1,The only picture of a hawk.  It is looking to the left.  You see lots of branches and darker blue sky. ,H,,5,open-images-958_686caac9c5b322e7,Checks/check2/open-images-2603_1b5152f01f0093e7img3.jpg,Checks/check2/open-images-1836_069810916ce5d675img8.jpg,Checks/check2/open-images-974_0748fdedc4bf8b7bimg2.jpg,Checks/check2/open-images-617_01fb725fb1aa7b04img6.jpg,Checks/check2/open-images-507_047769e1f977cd97img2.jpg,Checks/check2/open-images-958_686caac9c5b322e7img5.jpg,Checks/check2/open-images-1278_21851d9bf5dc05c9img7.jpg,Checks/check2/open-images-2424_05f04546e01499f2img0.jpg,Checks/check2/open-images-1529_1442b11a10a6aeadimg3.jpg,Checks/check2/open-images-514_2c523ddedc2561d4img1.jpg,,,1,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.513888889,-0.166666667,1,0,0,23.9023,image_9,0,7,7,25,1,1819,A person in a kitchen utensil is using a food processor.,M,1,7,MSR-VTT-videoTestVideo_video9693-shot2_1,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img68.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img85.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img117.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img121.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img128.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img132.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img134.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img152.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img155.jpg,Images/MSR-VTT-videoTestVideo_video9693-shot2_1/img158.jpg,1329,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,-0.207407422,0.136111118,1,0,0,18.9405,image_1,0,8,8,0,1,1569,A man standing next to a motorcycle in a room.,M,0,5,MSR-VTT-videoTestVideo_video7737-shot0_0,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img24.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img30.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img37.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img51.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img61.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img63.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img67.jpg,Images/MSR-VTT-videoTestVideo_video7737-shot0_0/img68.jpg,1224,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
,,,,,,,,,,,,,,,,,0.180555556,-0.139814801,1,0,0,25.5789,image_8,0,9,9,5,1,275,There is a yellow square thing behind the back the the rower which is right above the yellow ball. Both rowers are facing towards the right of the picture. ,H,0,2,MSR-VTT-videoTestVideo_video8079-shot1_2,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img165.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img167.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img174.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img175.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img179.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img189.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img201.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img208.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img216.jpg,Images/MSR-VTT-videoTestVideo_video8079-shot1_2/img217.jpg,2001,13,0,2022-06-17_10h27.39.700,annotation,2021.2.3,Win32,59.99520038,,
