mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
9969240,space,3.5467,space,5.8447,0.260802951,0.049943576,1,0,0,ex4,space,5.3935,space,6.4754,space,1.433,-0.0315625,0.160681424,1,0,0,31.8532,image_2,0,0,0,58,1,0,Pair of black gloves,H,,2,open-images-510_3a241cb30d6e5319,Checks/check1/open-images-225_1442c0d0ef23d58bimg3.jpg,Checks/check1/open-images-2759_3a42708fe77398b7img8.jpg,Checks/check1/open-images-510_3a241cb30d6e5319img2.jpg,Checks/check1/open-images-2209_02c98146fb93ff17img1.jpg,Checks/check1/open-images-1553_0f128317e56a9d2fimg9.jpg,Checks/check1/open-images-2666_044d7c6d11e6b493img8.jpg,Checks/check1/open-images-2880_159294646083f545img4.jpg,Checks/check1/open-images-609_2dc0baa993a2bd25img5.jpg,Checks/check1/open-images-1854_2b15616b4f1080e7img2.jpg,Checks/check1/open-images-1435_1b0ce31951048765img8.jpg,,,1,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.479236111,0.134097222,1,0,0,15.2906,image_0,0,1,1,14,1,507,A stern looking man is looking to the right slightly but mostly straight ahead.  There are a lot of lights behind his head over both shoulders.  ,H,0,0,MSR-VTT-videoTestVideo_video9634-shot1_0,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img39.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img51.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img92.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img121.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img158.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img204.jpg,Images/MSR-VTT-videoTestVideo_video9634-shot1_0/img254.jpg,1322,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.522296007,0.185794271,1,0,0,37.4453,image_0,0,2,2,47,1,1958,A close up of a person sitting on a motorbike.,M,0,4,MSR-VTT-videoTestVideo_video7038-shot6_0,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img41.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img52.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img55.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img58.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img62.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img63.jpg,Images/MSR-VTT-videoTestVideo_video7038-shot6_0/img80.jpg,944,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.286970486,-0.120907118,1,0,0,17.8359,image_6,0,3,3,41,1,68,The horses far leg is entirely covered up by his front leg.,H,0,6,MSR-VTT-videoTestVideo_video9311-shot1_0,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img38.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img64.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img65.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img75.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img82.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img87.jpg,Images/MSR-VTT-videoTestVideo_video9311-shot1_0/img90.jpg,1156,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.002543403,-0.164544271,1,0,0,10.7313,image_7,0,4,4,28,1,1725,A group of children sitting at a table with cake.,M,0,8,video-storytelling-videobirthday__amwPjAcoC8-shot21_0,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img0.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img6.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img9.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img16.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img24.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img41.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img45.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img54.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img59.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot21_0/img66.jpg,1316,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.507851562,0.160273438,1,0,0,16.9753,image_0,0,5,5,55,1,1928,A couple of people standing next to each other in a room.,M,1,0,MSR-VTT-videoTestVideo_video7041-shot0_3,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img59.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img60.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img63.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img66.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img68.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img72.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img75.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img78.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img83.jpg,Images/MSR-VTT-videoTestVideo_video7041-shot0_3/img84.jpg,363,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.510655382,0.169973958,1,0,0,12.3157,image_0,0,6,6,4,1,1454,A close up of a person's hair on a wire.,M,1,0,MSR-VTT-videoTestVideo_video9600-shot3_0,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img19.jpg,Images/MSR-VTT-videoTestVideo_video9600-shot3_0/img21.jpg,1247,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,-0.523146701,0.168051215,1,0,0,16.0148,image_0,0,7,7,20,1,1407,A man standing in a room with a hat on his head.,M,0,0,video-storytelling-videocamping_dBXYM3dQTSo-shot81_0,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img0.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img11.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img23.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img27.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img29.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img32.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img35.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img38.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img50.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img57.jpg,236,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,0.246983507,0.156458333,1,0,0,16.525,image_3,0,8,8,56,1,226,two men are standing over a table of food and the chef is about to drink from a yellow container,H,0,3,MSR-VTT-videoTestVideo_video7362-shot1_1,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img129.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img136.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img156.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img191.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img230.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img233.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img248.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img275.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img277.jpg,Images/MSR-VTT-videoTestVideo_video7362-shot1_1/img281.jpg,382,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
,,,,,,,,,,,,,,,,,0.032473958,0.163155382,1,0,0,17.0728,image_2,0,9,9,21,1,304,the girl is biting her lip and the blue balloon is not visible.,H,0,2,video-storytelling-videobirthday__amwPjAcoC8-shot81_0,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img0.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img13.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img23.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img33.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img43.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img49.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img53.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img58.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img60.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot81_0/img67.jpg,571,25,0,2022-06-17_06h36.40.262,annotation,2021.2.3,MacIntel,29.98680581,,
