mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
8509097,space,4.8108,space,3.8087,0.253472222,0.033333333,1,0,0,ex4,space,3.2724,space,4.0955,space,1.0076,-0.518055556,-0.177777778,1,0,0,10.4319,image_5,0,0,0,15,1,1009,The singer has the mic away from his mouth a bit. His mouth is open with teeth clench. The image is quite clear.,H,0,5,MSR-VTT-videoTestVideo_video9519-shot4_1,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img33.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img38.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img40.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img42.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img43.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img46.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img51.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img53.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img56.jpg,Images/MSR-VTT-videoTestVideo_video9519-shot4_1/img58.jpg,283,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.01875,0.070138889,1,0,0,3.8658,image_2,0,1,1,58,1,0,Pair of black gloves,H,,2,open-images-510_3a241cb30d6e5319,Checks/check1/open-images-225_1442c0d0ef23d58bimg3.jpg,Checks/check1/open-images-2759_3a42708fe77398b7img8.jpg,Checks/check1/open-images-510_3a241cb30d6e5319img2.jpg,Checks/check1/open-images-2209_02c98146fb93ff17img1.jpg,Checks/check1/open-images-1553_0f128317e56a9d2fimg9.jpg,Checks/check1/open-images-2666_044d7c6d11e6b493img8.jpg,Checks/check1/open-images-2880_159294646083f545img4.jpg,Checks/check1/open-images-609_2dc0baa993a2bd25img5.jpg,Checks/check1/open-images-1854_2b15616b4f1080e7img2.jpg,Checks/check1/open-images-1435_1b0ce31951048765img8.jpg,,,1,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,-0.484722222,-0.152083333,1,0,0,4.2494,image_5,0,2,2,59,1,1,The only picture of a hawk.  It is looking to the left.  You see lots of branches and darker blue sky. ,H,,5,open-images-958_686caac9c5b322e7,Checks/check2/open-images-2603_1b5152f01f0093e7img3.jpg,Checks/check2/open-images-1836_069810916ce5d675img8.jpg,Checks/check2/open-images-974_0748fdedc4bf8b7bimg2.jpg,Checks/check2/open-images-617_01fb725fb1aa7b04img6.jpg,Checks/check2/open-images-507_047769e1f977cd97img2.jpg,Checks/check2/open-images-958_686caac9c5b322e7img5.jpg,Checks/check2/open-images-1278_21851d9bf5dc05c9img7.jpg,Checks/check2/open-images-2424_05f04546e01499f2img0.jpg,Checks/check2/open-images-1529_1442b11a10a6aeadimg3.jpg,Checks/check2/open-images-514_2c523ddedc2561d4img1.jpg,,,1,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.283333333,-0.214583333,1,0,0,22.3463,image_8,0,3,3,52,1,196,the bride and groom are not touching and you can only see the black sleeve and a paper in the hand of the guy behind him,H,1,8,video-storytelling-videowedding_Bp8t824h5NE-shot69_1,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img227.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img250.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img275.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img323.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img428.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img477.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img492.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img540.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img565.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img602.jpg,694,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.524305556,-0.190277778,1,0,0,27.7784,image_9,0,4,4,37,1,929,The second blue object is clearly in the person's right hand and is about to be put into place. ,H,0,9,MSR-VTT-videoTestVideo_video9143-shot1_0,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img26.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img49.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img58.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img62.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img66.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img70.jpg,Images/MSR-VTT-videoTestVideo_video9143-shot1_0/img82.jpg,526,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.013888889,-0.227777778,1,0,0,31.1112,image_7,0,5,5,30,1,915,the finger can be seen placed right on the inscription under the blue virus image and the pictures are clearly visible with an owl image under the finger,H,0,7,MSR-VTT-videoTestVideo_video9389-shot1_0,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img52.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img102.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img108.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img129.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img151.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img154.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img160.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img169.jpg,Images/MSR-VTT-videoTestVideo_video9389-shot1_0/img173.jpg,1647,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,-0.464583333,-0.215277778,1,0,0,35.8102,image_5,0,6,6,28,1,1316,A close up of a woman in a white shirt and tie.,M,0,5,MSR-VTT-videoTestVideo_video9454-shot0_2,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img515.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img532.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img538.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img564.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img584.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img622.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img630.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img640.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img645.jpg,Images/MSR-VTT-videoTestVideo_video9454-shot0_2/img648.jpg,849,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.490277778,-0.154166667,1,0,0,15.7974,image_9,0,7,7,0,1,1146,A woman standing next to a man in a wedding dress.,M,1,3,video-storytelling-videowedding_Bp8t824h5NE-shot62_2,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img199.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img212.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img228.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img248.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img302.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img368.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img437.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img449.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img487.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_2/img520.jpg,447,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,-0.480555556,-0.140972222,1,0,0,23.0627,image_5,0,8,8,4,1,735,One full hand and 2 fingers from the other hand are fully visible ,H,0,4,MSR-VTT-videoTestVideo_video9687-shot2_0,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img29.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img43.jpg,Images/MSR-VTT-videoTestVideo_video9687-shot2_0/img49.jpg,958,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
,,,,,,,,,,,,,,,,,0.252777778,0.071527778,1,0,0,14.0478,image_3,0,9,9,29,1,1581,A couple of people laying on top of a basketball court.,M,0,6,MSR-VTT-videoTestVideo_video7286-shot1_0,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img40.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img75.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img81.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img85.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img92.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img102.jpg,Images/MSR-VTT-videoTestVideo_video7286-shot1_0/img105.jpg,1287,31,0,2022-06-17_09h50.48.427,annotation,2021.2.3,Win32,59.94485074,,
