mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
4055508,space,7.7467,space,25.7466,0.225925926,0.116666667,1,0,0,ex4,space,8.8192,space,12.2112,space,1.6429,0.494444444,-0.134259259,1,0,0,25.8272,image_9,0,0,0,32,1,1335,A woman standing in front of a motorized horse.,M,1,8,video-storytelling-videocamping_1OzbiB1TIWI-shot12_8,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img429.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img439.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img440.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img441.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img443.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img445.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img452.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img456.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img458.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_8/img466.jpg,1813,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.481481481,0.117592593,1,0,0,45.6786,image_4,0,1,1,13,1,1880,A couple of wires sitting on top of a table.,M,0,6,MSR-VTT-videoTestVideo_video9723-shot1_1,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img47.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img51.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img70.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img84.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img147.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img157.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img160.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img173.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img175.jpg,Images/MSR-VTT-videoTestVideo_video9723-shot1_1/img183.jpg,362,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.27037037,-0.137962963,1,0,0,21.3076,image_6,0,2,2,3,1,1109,A girl playing with a Frisbee in a yard.,M,0,8,MSR-VTT-videoTestVideo_video7428-shot2_1,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img31.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img35.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img41.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img45.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img50.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img53.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img56.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img60.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img65.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img66.jpg,2014,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.264814815,0.151851852,1,0,0,7.0719,image_1,0,3,3,62,1,4,A penguin holding a piece of paper with text on it. ,H,,1,open-images-2521_074d6af730ed17a6,Checks/check5/open-images-509_4d8bd994cb8c6eaeimg0.jpg,Checks/check5/open-images-2521_074d6af730ed17a6img1.jpg,Checks/check5/open-images-1365_a00a5fde334ae45aimg4.jpg,Checks/check5/open-images-1602_44092afdeab39e73img6.jpg,Checks/check5/open-images-1032_059f3cdfb85ee0ceimg3.jpg,Checks/check5/open-images-727_25b77fff36adba66img2.jpg,Checks/check5/open-images-2208_0fb92b9978d98575img2.jpg,Checks/check5/open-images-1305_05769e6abb16fdc8img9.jpg,Checks/check5/open-images-2676_052dbf7b4899430bimg1.jpg,Checks/check5/open-images-2569_1e81d79bb796a2dbimg7.jpg,,,1,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.010185185,0.142592593,1,0,0,6.8592,image_2,0,4,4,61,1,3,A grey elephant with golden leaves on it. ,H,,2,open-images-1745_0ed62fe71809b2f5,Checks/check4/open-images-2609_3f72daeb23764ecfimg6.jpg,Checks/check4/open-images-1928_60679e2899870e08img1.jpg,Checks/check4/open-images-1745_0ed62fe71809b2f5img2.jpg,Checks/check4/open-images-1811_9ae6351c7f7565edimg0.jpg,Checks/check4/open-images-1721_6f04da11945ea492img3.jpg,Checks/check4/open-images-1907_5f9be3e4ea5e22c7img2.jpg,Checks/check4/open-images-580_0ddffb9c25141999img1.jpg,Checks/check4/open-images-2924_0645dcbcf998fed9img3.jpg,Checks/check4/open-images-869_856ecbcb5faf76e3img8.jpg,Checks/check4/open-images-250_02039517e63a91fbimg1.jpg,,,1,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.502777778,-0.150925926,1,0,0,8.5678,image_9,0,5,5,38,1,181,"You can't see any of the man's face, and there is no girl.",H,1,9,MSR-VTT-videoTestVideo_video8703-shot1_0,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img88.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img99.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img125.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img139.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img142.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img155.jpg,Images/MSR-VTT-videoTestVideo_video8703-shot1_0/img162.jpg,1556,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,-0.282407407,-0.149074074,1,0,0,20.4541,image_6,0,6,6,53,1,652,The horse is facing to the left with both the front and back pair of legs touching.,H,0,8,MSR-VTT-videoTestVideo_video9649-shot1_2,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img89.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img109.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img117.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img128.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img133.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img145.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img155.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img169.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img174.jpg,Images/MSR-VTT-videoTestVideo_video9649-shot1_2/img181.jpg,1084,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.251851852,-0.150925926,1,0,0,26.0393,image_8,0,7,7,11,1,1955,A man and a woman standing next to each other.,M,1,6,video-storytelling-videowedding_Bp8t824h5NE-shot69_1,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img227.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img250.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img275.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img323.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img428.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img477.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img492.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img540.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img565.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_1/img602.jpg,1580,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.451851852,0.184259259,1,0,0,11.0763,image_4,0,8,8,45,1,46,There is just a tiny gap between the back of the girl on the left and the edge of the frame.,H,0,3,video-storytelling-videocamping_1OzbiB1TIWI-shot14_7,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img974.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img982.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img986.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img994.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1001.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1007.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1024.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1034.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1037.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1042.jpg,172,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
,,,,,,,,,,,,,,,,,0.000925926,0.157407407,1,0,0,24.6944,image_2,0,9,9,30,1,192,The image of the camera is blocking the middle of the middle word. The words are flat with only a small amount of shading.,H,0,2,MSR-VTT-videoTestVideo_video8534-shot2_0,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img1.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img4.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video8534-shot2_0/img26.jpg,1656,14,0,2022-06-18_09h44.51.987,annotation,2021.2.3,Win32,60.0024001,,
