mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt
2105947,space,7.4117,space,5.4642,0.189027863,0.090740738,1,0,0,ex4,space,5.6972,space,7.9507,space,4.165,0.485324097,-0.163888931,1,0,0,image_9,0,0,0,60,1,2,Green type writer with a red tape. ,H,,9,open-images-531_0dd4eb59d465a8be,Checks/check3/open-images-503_1ccd6fa641154ebbimg7.jpg,Checks/check3/open-images-1852_00faf52058ad28b8img4.jpg,Checks/check3/open-images-386_1b2e28d6d994603eimg1.jpg,Checks/check3/open-images-471_1121e9f97c200ac0img8.jpg,Checks/check3/open-images-1886_3db71eaddb618934img8.jpg,Checks/check3/open-images-1696_20a4ebf0c0f76b05img6.jpg,Checks/check3/open-images-2447_128483a48e1552f4img6.jpg,Checks/check3/open-images-2994_9965cbf8aa20bda0img2.jpg,Checks/check3/open-images-1068_03d63613107970b3img6.jpg,Checks/check3/open-images-531_0dd4eb59d465a8beimg9.jpg,,,1,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.008194427,0.161111107,1,0,0,image_2,0,1,1,29,1,682,A blurry woman is holding a can that is barely touching her right cheek.The shoulder and string of a grey hoodie is seen in the pink chair.,H,0,2,video-storytelling-videocamping_1OzbiB1TIWI-shot11_11,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img478.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img479.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img480.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img482.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img486.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img506.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img509.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img510.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img513.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img519.jpg,1431,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.546157379,-0.135185204,1,0,0,image_5,0,2,2,11,1,1297,A person is standing next to a person who is wearing a hat.,M,0,7,video-storytelling-videobirthday__amwPjAcoC8-shot51_2,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img44.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img47.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img53.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img56.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img58.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img62.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img64.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img70.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img73.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot51_2/img75.jpg,1738,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,0.527916718,-0.158333359,1,0,0,image_9,0,3,3,4,1,1978,A man standing next to a woman in a suit.,M,1,7,video-storytelling-videowedding_Bp8t824h5NE-shot62_7,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1128.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1139.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1159.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1170.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1173.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1176.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1180.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1183.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1187.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot62_7/img1191.jpg,2048,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.461898117,0.173148117,1,0,0,image_0,0,4,4,5,1,1090,A group of women standing on a dirt road.,M,1,3,video-storytelling-videocamping_1OzbiB1TIWI-shot14_7,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img974.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img982.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img986.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img994.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1001.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1007.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1024.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1034.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1037.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_7/img1042.jpg,2051,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,0.226990814,-0.183333359,1,0,0,image_8,0,5,5,47,1,2066,A young girl playing with a frisbee in a field.,M,0,7,MSR-VTT-videoTestVideo_video7428-shot2_1,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img31.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img35.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img41.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img45.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img50.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img53.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img56.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img60.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img65.jpg,Images/MSR-VTT-videoTestVideo_video7428-shot2_1/img66.jpg,279,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.423935127,-0.19722229,1,0,0,image_5,0,6,6,39,1,628,In the target all of the animals are looking to the left. The rabbit on the far right has it's head just about even with the rabbit next to it.,H,1,5,MSR-VTT-videoTestVideo_video8536-shot0_0,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img28.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img35.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img36.jpg,Images/MSR-VTT-videoTestVideo_video8536-shot0_0/img45.jpg,325,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.460972214,-0.128703728,1,0,0,image_5,0,7,7,27,1,1010,"A very stip of the man's face is visible in the to corner, and the woman is looking down at something with the top of her hair off frame",H,0,4,MSR-VTT-videoTestVideo_video7533-shot1_3,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img281.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img290.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img307.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img311.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img322.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img332.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img372.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img385.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img389.jpg,Images/MSR-VTT-videoTestVideo_video7533-shot1_3/img397.jpg,768,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,-0.262824097,-0.180555496,1,0,0,image_6,0,8,8,42,1,780,The man is standing straight forwards and his hand is on the left of his chest. ,H,0,6,MSR-VTT-videoTestVideo_video9243-shot1_1,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img36.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img38.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img45.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img66.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img74.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img79.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img90.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img120.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img129.jpg,Images/MSR-VTT-videoTestVideo_video9243-shot1_1/img145.jpg,587,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
,,,,,,,,,,,,,,,,,0.253842621,0.147222252,1,0,0,image_3,0,9,9,3,1,1611,A group of people standing in front of a cake.,M,0,3,video-storytelling-videobirthday_fwpYnUDbusw-shot61_0,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img2.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img39.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img55.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img70.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img99.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img120.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img135.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img176.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img211.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot61_0/img267.jpg,2046,12,0,2022-06-15_12h06.26.690,annotation,2021.2.3,Win32,60.28817749,,
